database_name,database_url,database_information
National Journal,http://libproxy.clemson.edu/login?url=http://www.nationaljournal.com/,"nonpartisan insight on politics and policy with breaking news and analysis of new developments and the future of legislation, public policy, and political outcomes"
National Jukebox,http://www.loc.gov/jukebox/,"historical sound recordings from the Library of Congress; 10,000+ recordings made 1901-1925"
National Library of Energy,https://www.osti.gov/home/RETIRED/nle.html,"results, project descriptions, and more from the U.S. Dept. of Energy's Office of Scientific and Technical Information (OSTI)"
National Service Center for Environmental Publications,http://www.epa.gov/nscep/,"search, view, download, print and/ or order Environmental Protecton Agency (EPA) publications"
National Technical Reports Library (Public NTRL),https://ntrl.ntis.gov/NTRL/,index to National Technical Information Service (NTIS) publications; 1990-present
National Trust Library (NTL) Index,http://researchport.umd.edu/V/S8STF89U67GQCJ4QSPNQEDS5TJ9LTH593ECFGA78D9PFDEM55X-04838?FUNC=META-1&INIT_TYPE=LocateList&F-WRD=National+Trust&pds_handle=GUEST,"database of articles in several hundred preservation newsletters, magazines, and journals in the National Trust Library"
Natural Product Updates,http://libproxy.clemson.edu/login?url=http://www.rsc.org/Publishing/CurrentAwareness/npu/NPUSearchPage.cfm,natural product and pharmaceutical chemistry; 2000-present
Natural Science Collection,http://libproxy.clemson.edu/login?url=https://search.proquest.com/naturalscience?accountid=6167,"full text of international scholarly journals, trade and industry journals, magazines, technical reports, conference proceedings, and more for agricultural, environmental, earth, atmospheric, and aqua topics; covers 1946-present"
Naxos Music Library,http://libproxy.clemson.edu/login?url=https://clemson.naxosmusiclibrary.com/,"music tracks of classical and world music plus a history of classical music and glossary
Limit: 15 simultaneous users"
NCBI Bookshelf,http://www.ncbi.nlm.nih.gov/books,books and documents in life science and healthcare
New Grove Dictionary of Music & Musicians,http://libproxy.clemson.edu/login?url=http://www.oxfordmusiconline.com,"covers all aspects of music; 2nd ed.
Limit: 5 simultaneous users"
New York Amsterdam News (1922-1993),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpnewamsterdamnews?accountid=6167,search the full text of historical editions of the New York Amsterdam News newspaper
New York Times,http://libproxy.clemson.edu/login?url=http://search.proquest.com/nytimes?accountid=6167,full-text New York Times (late edition) articles 1980-present and New York Times Book Review and New York Times Magazine content since 1997
New York Times Book Review,http://libproxy.clemson.edu/login?url=https://search.proquest.com/publication/9197?accountid=6167,full-text articles; 1997-present
New York Times Magazine,http://libproxy.clemson.edu/login?url=https://search.proquest.com/publication/45547?accountid=6167,full-text articles; 1997-present
New York Times Online,https://www.nytimes.com/,"Full online access to The New York Times is provided with ability to search back to 1851. Full articles, blogs, videos, and multimedia are accessible for the full range of content across the site.
First time users will need to register at http://accessnyt.com/, and existing accounts can log into the platform to access content."
"New York Times, Historical",http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpnewyorktimes?accountid=6167,full-text articles; 1851-2005
News (Gale: OneFile),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=STND&u=clemsonu_main,"Find full-text articles from U.S., international, and some local newspapers such as the Columbia, SC State; dates vary by newspaper."
Newspaper Source Plus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=n5h",more than 860 full-text newspapers plus television and radio news transcripts. Access provided via Discus
Nexis Uni (formerly LexisNexis),http://libproxy.clemson.edu/login?url=http://www.nexisuni.com,"news, business, law, and general reference"
Nineteenth Century Collections Online (NCCO),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=NCCO&userGroupName=clemsonu_main,"primary source materials covering British literature, theatre, and music, European literature, and religion and reform issues during the long nineteenth century"
Nineteenth Century U.S. Newspapers,http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=NCNP&fromProdId=NCNP&u=clemsonu_main,searchable images from 500 newspaper titles of urban and rural regions throughout the U.S. from the 19th century
"Nineteenth Century UK Periodicals Digital Archive, Part 2",http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=NCUK&fromProdId=NCUK&u=clemsonu_main,This is a digital collection of British magazines published in the 19th century.
Nixon Years,https://www.thenixonyears.amdigital.co.uk/,"These files cover Nixon’s handling of numerous Cold War crises, his administration’s notable achievements, as well as his increasingly controversial activities and unorthodox use of executive powers culminating in Watergate and resignation."
NLM Bookshelf,http://www.ncbi.nlm.nih.gov/books,books and documents in life science and healthcare
Norfolk Journal and Guide (1916-2003),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpnorfolkjournalguide,search the full text of ProQuest historical editions of the Norfolk Journal and Guide newspaper
NoveList K-8 Plus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=novpk8","information, reviews, and award lists for books targeted to younger readers. Access provided via Discus"
NoveList Plus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=novplus",fiction and non-fiction recommendations and reviews for readers of all ages. Access provided via Discus
Nursing & Allied Health Database,http://libproxy.clemson.edu/login?url=https://search.proquest.com/nursing?accountid=6167,"journals, dissertations, Systematic Reviews, Evidence Summaries, and Best Practice Information Sheets from the Joanna Briggs Institute"
O'Reilly for Higher Education,https://go.oreilly.com/clemson-university,"More than 45,000 technology, science, digital media and business books and videos are included.
You should be automatically logged into O'Reilly or taken to a Clemson login page first. If you see an O'Reilly login option, use the ""Select your institution"" menu and choose Clemson University to gain access."
OnArchitecture,http://libproxy.clemson.edu/login?url=http://www.onarchitecture.com,Contemporary architecture video archive: interviews with prominent architects from around the world and explorations of their principal works.
OpenDissertations,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ddu","search by author, title, subject, or university to view full-page images of the original print index; formerly American Doctoral Dissertations, 1933-1955"
Opposing Viewpoints in Context (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=OVIC&u=clemson_itweb,articles exploring different sides of major social issues. Access provided via Discus
Orange Book,http://www.accessdata.fda.gov/scripts/cder/ob/default.cfm,FDA-approved drug products with therapeutic equivalence evaluations
OverDrive (formerly RBdigital),http://libproxy.clemson.edu/login?url=https://clemson.overdrive.com/,This platform provides the ability to download eBooks and audiobooks to a computer or a portable device.
Ovid Emcare,http://libproxy.clemson.edu/login?url=http://access.ovid.com/custom/Emcare.html,"Ovid Emcare provides access to 3,700+ international journals, more than 70,000 preferred terms in EMTREE, all mapped to MEDLINE’s MeSH, and nearly 5 million records dating back to 1995, updated weekly."
Ovid Nursing Full Text Plus,http://libproxy.clemson.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=emcr,"Ovid Nursing Full Text Plus is a comprehensive source of premier nursing journal content from Lippincott Williams & Wilkins, including Ovid Emcare. This collection includes access to over 5 million records dating back to 1995 from more than 3,700 journals."
Oxford African American Studies Center,http://libproxy.clemson.edu/login?url=https://www.oxfordaasc.com/,"biographies, topical entries, primary source documents with commentary, images, maps, charts, tables, and more"
Oxford Art Online,http://libproxy.clemson.edu/login?url=https://www.oxfordartonline.com,"includes Grove Dictionary of Art, The Oxford Companion to Western Art, Encyclopedia of Aesthetics, and the Concise Oxford Dictionary of Art Terms"
